;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction
11161;France;Amendes.gouv.fr;1;1;43;250;05/06/2022;0
11162;France;Impots.gouv.fr;0;1;3;313;26/04/2022;0
11163;France;Trésorerie amendes;1;0;5;1992;28/04/2022;0
11165;France;Service des Impôts des particuliers;0;0;3;657;26/04/2022;0
11166;France;CNAM;0;0;3;202;26/04/2022;0
11167;France;Carsat;1;0;32;593;25/05/2022;0
11168;France;Service des Impôts des particuliers;0;0;5;319;28/04/2022;0
11169;France;Impots.gouv.fr;0;0;3;291;26/04/2022;0
11170;France;Impots.gouv.fr;0;0;3;223;26/04/2022;0
11171;France;Centre national CESU;0;0;5;147;28/04/2022;0
11175;Canada;CNAM;1;0;3;413;26/04/2022;1
11176;France;Préfecture;1;0;6;1163;29/04/2022;0
11178;France;Région de Gendarmerie;0;0;4;179;27/04/2022;0
11179;France;Région de Gendarmerie;1;1;5;670;28/04/2022;0
11180;France;Service des Impôts des particuliers;1;0;-77;1100;05/02/2022;0
11182;France;ANTS;0;0;-49;570;05/03/2022;0
11184;France;Impots.gouv.fr;0;0;3;191;26/04/2022;0
11186;France;Service des Impôts des particuliers;1;0;6;110;29/04/2022;0
11187;France;INSEE;1;0;-77;1299;05/02/2022;0
11188;France;Impots.gouv.fr;0;0;3;486;26/04/2022;0
11190;France;Musées nationaux et assimilés;0;1;12;1884;05/05/2022;0
11191;France;Ville - Commune;0;0;1;99;25/04/2022;0
11192;France;Carsat;0;0;3;138;27/04/2022;0
11193;France;Ville - Commune;0;1;164;162;05/10/2022;0
11194;France;COMMISSARIAT DE POLICE;0;1;36;401;30/05/2022;0
11196;France;Franceconnect;1;1;5;535;29/04/2022;0
11197;Suisse;Région de Gendarmerie;0;1;-50;212;05/03/2022;0
11198;France;ANTS;0;1;-50;308;05/03/2022;0
11199;France;Région de Gendarmerie;1;1;5;229;29/04/2022;0
11200;France;Région de Gendarmerie;1;0;5;727;29/04/2022;0
11201;France;Service des Impôts des particuliers;1;1;4;1121;28/04/2022;0
11202;France;COMMISSARIAT DE POLICE;0;0;1;125;25/04/2022;0
11204;France;Service-public.fr;0;0;6;212;30/04/2022;0
11207;France;ANTS;1;0;-50;728;05/03/2022;0
11210;France;Musées nationaux et assimilés;1;1;3;1799;27/04/2022;0
11211;France;ANTS;1;1;-50;204;05/03/2022;0
11214;France;CAF;1;0;29;523;24/05/2022;0
11215;France;Impots.gouv.fr;0;0;3;144;28/04/2022;0
11217;France;ANTS;0;0;4;202;29/04/2022;0
11218;France;Impots.gouv.fr;0;0;3;135;28/04/2022;0
11219;France;CPAM;1;0;3;683;28/04/2022;0
11220;France;Service des Impôts des particuliers;1;0;163;784;05/10/2022;0
11222;France;Moncommissariat.fr;0;0;2;140;27/04/2022;0
11223;France;CAF;0;1;35;200;30/05/2022;0
11225;France;Service-public.fr;0;0;5;110;30/04/2022;0
11226;France;Centre du service national et de la jeunesse;0;0;-51;135;05/03/2022;0
11227;France;Service des Impôts des particuliers;0;1;4;343;29/04/2022;0
11228;Maroc;Maprocuration.gouv.fr;0;0;4;218;29/04/2022;0
11230;France;ANTS;1;0;-51;272;05/03/2022;0
11231;France;ANTS;1;0;-51;475;05/03/2022;0
11232;France;Messervices.etudiant.gouv.fr;0;0;4;397;29/04/2022;0
11233;France;Impots.gouv.fr;1;1;163;554;05/10/2022;0
11234;France;Impots.gouv.fr;0;0;3;288;28/04/2022;0
11235;France;ANTS;1;1;-51;631;05/03/2022;0
11236;France;ANTS;0;0;-51;179;05/03/2022;0
11240;France;ANTS;1;1;-52;177;05/03/2022;0
11241;France;Service-public.fr;0;0;4;149;30/04/2022;0
11243;France;Centre du service national et de la jeunesse;0;0;-52;479;05/03/2022;0
11244;France;ANTS;0;0;40;185;05/06/2022;0
11247;France;CPAM;1;1;1;144;27/04/2022;0
11249;France;Collectivités territoriales - Communes;1;1;25;472;21/05/2022;0
11251;Suède;Franceconnect;1;1;-21;667;05/04/2022;0
11252;Pologne;Impots.gouv.fr;1;1;162;260;05/10/2022;1
11253;France;CAF;1;1;2;353;28/04/2022;0
11255;France;Impots.gouv.fr;0;0;2;471;28/04/2022;0
11256;France;CPAM;0;0;3;480;29/04/2022;0
11257;France;ANTS;1;1;3;141;29/04/2022;0
11258;France;Service-public.fr;0;1;25;134;21/05/2022;0
11259;France;ANTS;1;0;40;1656;05/06/2022;0
11261;France;Région de Gendarmerie;0;0;1;178;27/04/2022;0
11262;France;SignalConso;1;1;-81;819;05/02/2022;0
11263;France;Carsat;1;1;222;1131;05/12/2022;0
11264;France;AGENCE POLE EMPLOI (APE);1;0;-81;803;05/02/2022;0
11265;France;Réseau consulaire;1;1;131;483;05/09/2022;0
11266;France;Service-public.fr;0;0;3;261;30/04/2022;0
11267;France;AGIRC-ARRCO;1;0;2;300;29/04/2022;0
11269;France;AGENCE POLE EMPLOI (APE);1;0;1;968;28/04/2022;1
11272;France;Impots.gouv.fr;1;0;161;120;05/10/2022;0
11275;France;Carsat;0;0;-81;295;05/02/2022;0
11276;Thaïlande;Service des Impôts des particuliers;0;1;161;122;05/10/2022;1
11279;France;ANTS;1;0;39;262;05/06/2022;0
11280;France;Carsat;0;1;-81;280;05/02/2022;0
11282;France;ANTS;1;0;39;1759;05/06/2022;0
11283;France;Demande-logement-social.gouv.fr;1;0;19;655;16/05/2022;0
11284;France;Agence de services et de paiement (ASP);1;1;16;614;13/05/2022;0
11285;France;Demande-logement-social.gouv.fr;0;0;19;186;16/05/2022;0
11287;France;Carsat;1;0;1;748;28/04/2022;0
11288;France;Maprocuration.gouv.fr;0;0;2;642;29/04/2022;0
11290;France;DIRECTION OU SERVICE ACTIF DE LA DGPN;0;0;22;278;19/05/2022;0
11291;France;ANTS;1;0;39;555;05/06/2022;0
11292;Brésil;Service-public.fr;0;0;3;266;30/04/2022;0
11293;France;Carsat;1;0;-22;321;05/04/2022;0
11295;France;ANTS;1;0;39;535;05/06/2022;0
11296;France;Carsat;1;0;2;1966;29/04/2022;0
11297;France;Centre national CESU;0;1;161;611;05/10/2022;0
11298;France;ANTS;1;0;38;398;05/06/2022;0
11299;Sénégal;CAF;0;0;-54;237;05/03/2022;0
11300;France;AGENCE POLE EMPLOI (APE);1;1;1;417;29/04/2022;1
11301;France;Impots.gouv.fr;0;0;0;787;28/04/2022;0
11305;France;CNAM;1;0;1;177;29/04/2022;0
11306;France;CAF;0;0;27;506;25/05/2022;0
11308;France;ANTS;1;1;160;1025;05/10/2022;0
11309;France;Région de Gendarmerie;0;0;-54;124;05/03/2022;0
11310;France;Caisse régionale URSSAF;1;1;21;814;19/05/2022;0
11312;France;Service des Impôts des particuliers;0;1;191;377;05/11/2022;0
11314;France;Carsat;0;0;-82;205;05/02/2022;0
11316;France;Carsat;1;1;-54;193;05/03/2022;0
11317;France;Carsat;0;1;-54;588;05/03/2022;0
11318;France;CNAV;1;0;18;448;16/05/2022;0
11320;France;Carsat;0;0;-82;148;05/02/2022;0
11321;France;Carsat;0;0;-82;223;05/02/2022;0
11322;France;Carsat;1;1;-82;349;05/02/2022;0
11323;France;Carsat;1;0;38;384;05/06/2022;0
11324;France;Carsat;0;0;-82;164;05/02/2022;0
11326;France;Carsat;1;0;-54;589;05/03/2022;0
11327;France;ANTS;0;0;38;216;05/06/2022;0
11328;France;CPAM;1;0;1;718;29/04/2022;0
11329;France;Impots.gouv.fr;1;0;1;348;29/04/2022;0
11330;France;Carsat;1;1;-82;235;05/02/2022;0
11331;France;Carsat;1;1;-82;745;05/02/2022;0
11332;France;Carsat;0;0;-82;146;05/02/2022;0
11334;France;Carsat;1;0;-82;248;05/02/2022;0
11337;France;Carsat;1;0;160;188;05/10/2022;0
11340;Maroc;ANTS;0;0;-54;368;05/03/2022;0
11341;France;Carsat;1;1;-82;158;05/02/2022;0
11344;France;ANTS;1;0;38;1984;05/06/2022;0
11345;France;Impots.gouv.fr;0;0;1;210;29/04/2022;0
11347;France;AGENCE POLE EMPLOI (APE);0;1;1;496;29/04/2022;1
11348;France;Carsat;0;0;-82;168;05/02/2022;0
11349;France;Carsat;1;0;160;358;05/10/2022;0
11350;France;Carsat;0;0;221;122;05/12/2022;0
11352;France;Carsat;1;1;-82;425;05/02/2022;0
11353;France;Impots.gouv.fr;0;0;1;1441;29/04/2022;0
11355;France;Centre national CESU;0;0;160;464;05/10/2022;0
11356;France;ANTS;0;0;-54;111;05/03/2022;0
11357;France;CAF;0;1;7;172;05/05/2022;0
11358;France;AGIRC-ARRCO;1;0;38;138;05/06/2022;0
11360;France;ANTS;1;0;38;439;05/06/2022;0
11361;France;Impots.gouv.fr;0;0;-113;218;05/01/2022;0
11362;France;ANTS;0;0;-24;170;05/04/2022;0
11363;France;AGENCE POLE EMPLOI (APE);0;0;-83;426;05/02/2022;0
11364;France;AGIRC-ARRCO;0;0;-83;182;05/02/2022;0
11365;France;Service des Impôts des particuliers;1;0;6;362;05/05/2022;0
11366;France;Carsat;1;0;159;1350;05/10/2022;0
11370;France;Impots.gouv.fr;1;1;-55;363;05/03/2022;0
11371;France;Carsat;0;0;190;331;05/11/2022;0
11373;France;Impots.gouv.fr;0;0;-55;264;05/03/2022;0
11374;France;Région de Gendarmerie;0;1;6;139;05/05/2022;0
11375;Suisse;CAF;1;1;21;773;20/05/2022;1
11377;France;Impots.gouv.fr;0;0;6;397;05/05/2022;0
11379;France;Service des Impôts des particuliers;0;0;6;193;05/05/2022;0
11381;France;Service-public.fr;1;1;-24;157;05/04/2022;0
11382;France;ANTS;0;0;37;380;05/06/2022;0
11383;France;CAF;1;1;32;1113;31/05/2022;0
11385;France;Service des Impôts des particuliers;1;1;6;929;05/05/2022;0
11386;Thaïlande;Impots.gouv.fr;0;0;-84;749;05/02/2022;0
11387;France;Service-public.fr;0;0;21;119;21/05/2022;0
11388;France;ANTS;0;0;-56;206;05/03/2022;0
11389;France;Centre national CESU;0;0;158;1189;05/10/2022;0
11391;France;Centre national CESU;0;0;158;285;05/10/2022;0
11392;France;ANTS;0;0;36;242;05/06/2022;0
11393;France;Service-public.fr;0;0;21;158;21/05/2022;0
11394;France;Impots.gouv.fr;1;1;-115;161;05/01/2022;0
11395;France;Messervices.etudiant.gouv.fr;1;0;-56;225;05/03/2022;0
11396;France;CNAM;1;1;-84;353;05/02/2022;0
11397;France;Région de Gendarmerie;0;0;18;169;18/05/2022;0
11399;France;CAF;0;0;5;135;05/05/2022;0
11402;France;ANTS;1;1;36;663;05/06/2022;0
11405;France;CNAM;1;0;-84;184;05/02/2022;0
11409;France;ANTS;0;0;-56;292;05/03/2022;0
11410;France;stationnement.gouv.fr;1;1;158;527;05/10/2022;0
11412;France;ANTS;1;0;151;547;05/06/2022;0
11413;France;ANTS;1;0;243;1629;05/09/2022;0
11414;France;CAF;0;0;120;619;05/05/2022;0
11415;France;ANTS;1;1;243;397;05/09/2022;0
11417;France;Amendes.gouv.fr;1;1;31;260;05/02/2022;0
11418;France;CROUS;0;0;59;1172;05/03/2022;0
11420;France;CNAM;0;1;31;292;05/02/2022;0
11421;France;Amendes.gouv.fr;1;1;31;154;05/02/2022;0
11422;France;CAF;1;1;145;161;30/05/2022;0
11423;France;Service des Impôts des particuliers;0;1;31;117;05/02/2022;0
11425;France;Impots.gouv.fr;0;0;31;326;05/02/2022;0
11426;France;Pré-plainte en ligne (PPEL);0;1;59;468;05/03/2022;0
11427;France;CAF;0;0;120;188;05/05/2022;0
11428;France;PayFip.gouv.fr;0;0;31;945;05/02/2022;0
11429;France;Impots.gouv.fr;0;0;31;783;05/02/2022;0
11430;France;AGENCE POLE EMPLOI (APE);1;0;31;258;05/02/2022;1
11431;France;CAF;0;0;142;1090;27/05/2022;0
11435;France;Mesdroitssociaux.gouv.fr;1;1;90;582;05/04/2022;0
11436;France;CAF;1;0;139;150;24/05/2022;0
11438;France;Messervices.etudiant.gouv.fr;0;0;59;198;05/03/2022;0
11439;France;AGENCE POLE EMPLOI (APE);1;1;59;456;05/04/2022;1
11440;France;stationnement.gouv.fr;1;0;28;331;05/03/2022;0
11442;France;Chèque énergie;0;0;97;257;13/05/2022;0
11444;France;ANTS;1;1;212;320;05/09/2022;0
11446;France;Demande-logement-social.gouv.fr;0;0;100;204;16/05/2022;0
11450;France;AGIRC-ARRCO;0;0;59;937;05/04/2022;0
11451;France;CAF;1;1;89;671;05/05/2022;0
11452;France;AGIRC-ARRCO;1;0;102;930;18/05/2022;0
11453;France;CAF;0;0;120;701;05/06/2022;0
11454;France;Carsat;0;0;303;238;05/12/2022;0
11456;France;Impots.gouv.fr;0;0;28;278;05/03/2022;0
11457;France;Impots.gouv.fr;0;0;28;229;05/03/2022;0
11458;France;Carsat;1;0;303;442;05/12/2022;0
11459;France;ANTS;1;1;242;285;05/10/2022;0
11460;France;Région de Gendarmerie;0;1;28;619;05/03/2022;0
11461;France;Préfecture;0;0;28;109;05/03/2022;0
11462;France;Impots.gouv.fr;1;1;28;163;05/03/2022;0
11464;France;Carsat;0;0;28;137;05/03/2022;0
11467;France;Carsat;0;0;28;154;05/03/2022;0
11470;France;Carsat;1;0;28;642;05/03/2022;0
11474;France;CAF;1;1;242;348;05/10/2022;0
11475;France;Carsat;1;1;59;349;05/04/2022;0
11477;France;Carsat;1;0;107;1202;23/05/2022;0
11478;France;CAF;0;1;28;1089;05/03/2022;0
11479;France;Caisse régionale URSSAF;0;0;103;346;19/05/2022;0
11480;France;ANTS;0;0;242;172;05/10/2022;0
11482;France;Impots.gouv.fr;0;0;28;437;05/03/2022;0
11483;France;Service des Impôts des particuliers;0;0;28;1995;05/03/2022;0
11485;France;CNAM;0;0;59;605;05/04/2022;0
11486;France;ANTS;1;0;242;573;05/10/2022;0
11487;France;CAF;0;0;28;465;05/03/2022;0
11488;France;Impots.gouv.fr;0;1;0;1018;05/03/2022;0
11493;France;Carsat;0;0;275;259;05/12/2022;0
11494;France;Carsat;1;1;214;1864;05/10/2022;0
11495;France;ANTS;1;1;214;317;05/10/2022;0
11496;France;Carsat;0;1;275;401;05/12/2022;0
11500;France;Carsat;1;0;214;604;05/10/2022;0
11501;France;Franceconnect;1;0;31;257;05/04/2022;0
11504;France;CNAM;0;0;275;327;05/12/2022;0
11505;France;Carsat;0;0;275;1109;05/12/2022;0
11507;France;AGIRC-ARRCO;1;1;69;1522;13/05/2022;0
11509;France;AGENCE POLE EMPLOI (APE);0;0;61;216;05/05/2022;1
11511;France;Carsat;1;0;214;317;05/10/2022;0
11512;France;Maprocuration.gouv.fr;0;0;61;331;05/05/2022;0
11513;France;ANTS;1;0;245;570;05/11/2022;0
11515;France;Carsat;1;0;214;323;05/10/2022;0
11516;France;AGENCE POLE EMPLOI (APE);0;0;184;303;05/09/2022;1
11517;France;CPAM;1;0;31;594;05/04/2022;0
11518;France;AGIRC-ARRCO;0;0;61;635;05/05/2022;0
11519;France;CPAM;0;0;31;295;05/04/2022;0
11521;France;ANTS;0;0;184;719;05/09/2022;0
11522;France;ANTS;0;0;184;513;05/09/2022;0
11523;France;CAF;1;1;75;1234;19/05/2022;0
11524;France;Carsat;0;0;275;270;05/12/2022;0
11525;France;CAF;0;0;79;379;23/05/2022;0
11527;France;Service-public.fr;0;0;79;151;23/05/2022;0
11529;France;CAF;1;0;86;167;30/05/2022;0
11532;France;ANTS;1;0;275;531;05/12/2022;0
11535;France;Carsat;0;0;214;733;05/11/2022;0
11536;Espagne;CPAM;1;0;61;228;05/06/2022;1
12846;France;AGIRC-ARRCO;0;0;160;1189;03/08/2021;0
12849;France;AGENCE POLE EMPLOI (APE);1;0;-54;681;03/01/2021;0
12859;Afghanistan;CPAM;1;0;45;669;18/10/2021;1
